19.861 Sun
0.3302e-5  Mercury
4.8685e-5  Venus
5.9736e-5  Earth
6.4185e-6  Mars
1.8986e-2  Jupiter
5.68429e-3 Saturn
8.6832e-4  Uranus
1.0243e-3  Nepture
0.0127e-5  Pluto
